id,uid,app_name,time_unix,duration_sec,start_datetime,hour_of_day,day_of_week,is_weekend,end_time_unix,gap_to_next_app_sec,is_new_session
579095,B04,SpringBoard,1292266734,3,2010-12-13 18:58:54,18,0,0,1292266737,0,1
579096,B04,com.apple.MobileSMS,1292266737,25,2010-12-13 18:58:57,18,0,0,1292266762,0,0
579097,B04,SpringBoard,1292266762,15,2010-12-13 18:59:22,18,0,0,1292266777,449,0
579098,B04,SpringBoard,1292267226,3,2010-12-13 19:07:06,19,0,0,1292267229,0,1
579099,B04,com.apple.MobileSMS,1292267229,3,2010-12-13 19:07:09,19,0,0,1292267232,0,0
579100,B04,SpringBoard,1292267232,1,2010-12-13 19:07:12,19,0,0,1292267233,0,0
579101,B04,com.apple.mobilephone,1292267233,4,2010-12-13 19:07:13,19,0,0,1292267237,0,0
579102,B04,com.apple.MobileSMS,1292267237,15,2010-12-13 19:07:17,19,0,0,1292267252,0,0
579103,B04,SpringBoard,1292267252,15,2010-12-13 19:07:32,19,0,0,1292267267,2446,0
579104,B04,SpringBoard,1292269713,3,2010-12-13 19:48:33,19,0,0,1292269716,2744,1
579105,B04,com.apple.VoiceMemos,1292272460,9,2010-12-13 20:34:20,20,0,0,1292272469,0,1
579106,B04,SpringBoard,1292272469,2,2010-12-13 20:34:29,20,0,0,1292272471,0,0
579107,B04,com.apple.MobileSMS,1292272471,20,2010-12-13 20:34:31,20,0,0,1292272491,0,0
579108,B04,SpringBoard,1292272491,15,2010-12-13 20:34:51,20,0,0,1292272506,310,0
579109,B04,SpringBoard,1292272816,3,2010-12-13 20:40:16,20,0,0,1292272819,118,1
579110,B04,com.apple.MobileSMS,1292272937,2,2010-12-13 20:42:17,20,0,0,1292272939,0,1
579111,B04,SpringBoard,1292272939,1,2010-12-13 20:42:19,20,0,0,1292272940,0,0
579112,B04,com.apple.mobilemail,1292272940,28,2010-12-13 20:42:20,20,0,0,1292272968,25,0
579113,B04,com.apple.mobilesafari,1292272993,15,2010-12-13 20:43:13,20,0,0,1292273008,59,0
579114,B04,com.apple.mobilesafari,1292273067,120,2010-12-13 20:44:27,20,0,0,1292273187,0,0
579115,B04,SpringBoard,1292273187,15,2010-12-13 20:46:27,20,0,0,1292273202,101,0
579116,B04,com.newtoyinc.WordsWithFriendsFree,1292273303,18,2010-12-13 20:48:23,20,0,0,1292273321,0,1
579117,B04,SpringBoard,1292273321,2,2010-12-13 20:48:41,20,0,0,1292273323,0,0
579118,B04,com.apple.MobileSMS,1292273323,16,2010-12-13 20:48:43,20,0,0,1292273339,0,0
579119,B04,SpringBoard,1292273339,14,2010-12-13 20:48:59,20,0,0,1292273353,0,0
579120,B04,com.apple.mobilesafari,1292273353,25,2010-12-13 20:49:13,20,0,0,1292273378,0,0
579121,B04,SpringBoard,1292273378,3,2010-12-13 20:49:38,20,0,0,1292273381,0,0
579122,B04,com.facebook.Facebook,1292273381,82,2010-12-13 20:49:41,20,0,0,1292273463,0,0
579123,B04,SpringBoard,1292273463,14,2010-12-13 20:51:03,20,0,0,1292273477,122,0
579124,B04,com.newtoyinc.WordsWithFriendsFree,1292273599,2,2010-12-13 20:53:19,20,0,0,1292273601,0,1
579125,B04,SpringBoard,1292273601,1,2010-12-13 20:53:21,20,0,0,1292273602,165,0
579126,B04,SpringBoard,1292273767,3,2010-12-13 20:56:07,20,0,0,1292273770,180,1
579127,B04,com.apple.MobileSMS,1292273950,15,2010-12-13 20:59:10,20,0,0,1292273965,11,1
579128,B04,SpringBoard,1292273976,4,2010-12-13 20:59:36,20,0,0,1292273980,0,0
579129,B04,com.newtoyinc.WordsWithFriendsFree,1292273980,6,2010-12-13 20:59:40,20,0,0,1292273986,0,0
579130,B04,SpringBoard,1292273986,2,2010-12-13 20:59:46,20,0,0,1292273988,68,0
579131,B04,SpringBoard,1292274056,15,2010-12-13 21:00:56,21,0,0,1292274071,82,1
579132,B04,com.apple.MobileSMS,1292274153,7,2010-12-13 21:02:33,21,0,0,1292274160,100,1
579133,B04,SpringBoard,1292274260,3,2010-12-13 21:04:20,21,0,0,1292274263,0,1
579134,B04,com.apple.MobileSMS,1292274263,16,2010-12-13 21:04:23,21,0,0,1292274279,0,0
579135,B04,SpringBoard,1292274279,2,2010-12-13 21:04:39,21,0,0,1292274281,0,0
579136,B04,com.newtoyinc.WordsWithFriendsFree,1292274281,8,2010-12-13 21:04:41,21,0,0,1292274289,31,0
579137,B04,com.weather.TWC,1292274320,31,2010-12-13 21:05:20,21,0,0,1292274351,295,0
579138,B04,com.apple.MobileSMS,1292274646,9,2010-12-13 21:10:46,21,0,0,1292274655,0,1
579139,B04,SpringBoard,1292274655,15,2010-12-13 21:10:55,21,0,0,1292274670,216,0
579140,B04,SpringBoard,1292274886,4,2010-12-13 21:14:46,21,0,0,1292274890,0,1
579141,B04,com.apple.mobilemail,1292274890,39,2010-12-13 21:14:50,21,0,0,1292274929,0,0
579142,B04,SpringBoard,1292274929,2,2010-12-13 21:15:29,21,0,0,1292274931,0,0
579143,B04,com.apple.mobilemail,1292274931,25,2010-12-13 21:15:31,21,0,0,1292274956,16,0
579144,B04,com.newtoyinc.WordsWithFriendsFree,1292274972,13,2010-12-13 21:16:12,21,0,0,1292274985,35,0
579145,B04,SpringBoard,1292275020,4,2010-12-13 21:17:00,21,0,0,1292275024,0,0
579146,B04,com.facebook.Facebook,1292275024,60,2010-12-13 21:17:04,21,0,0,1292275084,147,0
579147,B04,SpringBoard,1292275231,3,2010-12-13 21:20:31,21,0,0,1292275234,0,1
579148,B04,com.newtoyinc.WordsWithFriendsFree,1292275234,47,2010-12-13 21:20:34,21,0,0,1292275281,0,0
579149,B04,SpringBoard,1292275281,15,2010-12-13 21:21:21,21,0,0,1292275296,77,0
579150,B04,SpringBoard,1292275373,1,2010-12-13 21:22:53,21,0,0,1292275374,0,1
579151,B04,com.apple.mobilesafari,1292275374,2,2010-12-13 21:22:54,21,0,0,1292275376,0,0
579152,B04,SpringBoard,1292275376,4,2010-12-13 21:22:56,21,0,0,1292275380,0,0
579153,B04,com.fullpower.GPSLite,1292275380,27,2010-12-13 21:23:00,21,0,0,1292275407,0,0
579154,B04,SpringBoard,1292275407,3,2010-12-13 21:23:27,21,0,0,1292275410,0,0
579155,B04,com.apple.MobileSMS,1292275410,12,2010-12-13 21:23:30,21,0,0,1292275422,155,0
579156,B04,SpringBoard,1292275577,13,2010-12-13 21:26:17,21,0,0,1292275590,0,1
579157,B04,com.apple.MobileSMS,1292275590,6,2010-12-13 21:26:30,21,0,0,1292275596,0,0
579158,B04,SpringBoard,1292275596,16,2010-12-13 21:26:36,21,0,0,1292275612,1258,0
579159,B04,com.apple.MobileSMS,1292276870,8,2010-12-13 21:47:50,21,0,0,1292276878,0,1
579160,B04,com.apple.mobilephone,1292276878,104,2010-12-13 21:47:58,21,0,0,1292276982,0,0
579161,B04,com.apple.MobileSMS,1292276982,16,2010-12-13 21:49:42,21,0,0,1292276998,0,0
579162,B04,SpringBoard,1292276998,3,2010-12-13 21:49:58,21,0,0,1292277001,0,0
579163,B04,com.apple.mobilemail,1292277001,9,2010-12-13 21:50:01,21,0,0,1292277010,0,0
579164,B04,SpringBoard,1292277010,1,2010-12-13 21:50:10,21,0,0,1292277011,0,0
579165,B04,com.apple.mobilemail,1292277011,2,2010-12-13 21:50:11,21,0,0,1292277013,0,0
579166,B04,SpringBoard,1292277013,2,2010-12-13 21:50:13,21,0,0,1292277015,0,0
579167,B04,com.newtoyinc.WordsWithFriendsFree,1292277015,60,2010-12-13 21:50:15,21,0,0,1292277075,0,0
579168,B04,SpringBoard,1292277075,6,2010-12-13 21:51:15,21,0,0,1292277081,0,0
579169,B04,com.apple.mobilesafari,1292277081,5,2010-12-13 21:51:21,21,0,0,1292277086,1405,0
579170,B04,com.apple.youtube,1292278491,11,2010-12-13 22:14:51,22,0,0,1292278502,1396,1
579171,B04,SpringBoard,1292279898,5,2010-12-13 22:38:18,22,0,0,1292279903,1936,1
579172,B04,SpringBoard,1292281839,8,2010-12-13 23:10:39,23,0,0,1292281847,0,1
579173,B04,com.yelp.yelpiphone,1292281847,35,2010-12-13 23:10:47,23,0,0,1292281882,252,0
579174,B04,com.apple.Maps,1292282134,5,2010-12-13 23:15:34,23,0,0,1292282139,0,1
579175,B04,SpringBoard,1292282139,15,2010-12-13 23:15:39,23,0,0,1292282154,2422,0
579176,B04,com.apple.mobilemail,1292284576,85,2010-12-13 23:56:16,23,0,0,1292284661,1495,1
579177,B04,com.apple.MobileSMS,1292286156,60,2010-12-14 00:22:36,0,1,0,1292286216,0,1
579178,B04,SpringBoard,1292286216,4,2010-12-14 00:23:36,0,1,0,1292286220,0,0
579179,B04,com.yelp.yelpiphone,1292286220,88,2010-12-14 00:23:40,0,1,0,1292286308,0,0
579180,B04,SpringBoard,1292286308,5,2010-12-14 00:25:08,0,1,0,1292286313,0,0
579181,B04,com.yelp.yelpiphone,1292286313,12,2010-12-14 00:25:13,0,1,0,1292286325,0,0
579182,B04,SpringBoard,1292286325,15,2010-12-14 00:25:25,0,1,0,1292286340,305,0
579183,B04,SpringBoard,1292286645,5,2010-12-14 00:30:45,0,1,0,1292286650,0,1
579184,B04,com.apple.Maps,1292286650,22,2010-12-14 00:30:50,0,1,0,1292286672,0,0
579185,B04,SpringBoard,1292286672,15,2010-12-14 00:31:12,0,1,0,1292286687,6416,0
579186,B04,SpringBoard,1292293103,3,2010-12-14 02:18:23,2,1,0,1292293106,0,1
579187,B04,com.apple.MobileSMS,1292293106,13,2010-12-14 02:18:26,2,1,0,1292293119,0,0
579188,B04,SpringBoard,1292293119,36,2010-12-14 02:18:39,2,1,0,1292293155,4633,0
579189,B04,SpringBoard,1292297788,3,2010-12-14 03:36:28,3,1,0,1292297791,0,1
579190,B04,com.apple.mobilemail,1292297791,34,2010-12-14 03:36:31,3,1,0,1292297825,0,0
579191,B04,SpringBoard,1292297825,5,2010-12-14 03:37:05,3,1,0,1292297830,1344,0
579192,B04,com.facebook.Facebook,1292299174,14,2010-12-14 03:59:34,3,1,0,1292299188,1092,1
579193,B04,SpringBoard,1292300280,2,2010-12-14 04:18:00,4,1,0,1292300282,0,1
579194,B04,com.apple.mobilesafari,1292300282,87,2010-12-14 04:18:02,4,1,0,1292300369,0,0
579195,B04,SpringBoard,1292300369,5,2010-12-14 04:19:29,4,1,0,1292300374,0,0
579196,B04,com.newtoyinc.WordsWithFriendsFree,1292300374,16,2010-12-14 04:19:34,4,1,0,1292300390,0,0
579197,B04,SpringBoard,1292300390,16,2010-12-14 04:19:50,4,1,0,1292300406,10096,0
579198,B04,SpringBoard,1292310502,6,2010-12-14 07:08:22,7,1,0,1292310508,0,1
579199,B04,com.groupon.grouponapp,1292310508,18,2010-12-14 07:08:28,7,1,0,1292310526,0,0
579200,B04,SpringBoard,1292310526,1,2010-12-14 07:08:46,7,1,0,1292310527,0,0
579201,B04,com.apple.mobilesafari,1292310527,229,2010-12-14 07:08:47,7,1,0,1292310756,0,0
579202,B04,SpringBoard,1292310756,7,2010-12-14 07:12:36,7,1,0,1292310763,0,0
579203,B04,com.apple.mobilesafari,1292310763,195,2010-12-14 07:12:43,7,1,0,1292310958,0,0
579204,B04,SpringBoard,1292310958,4,2010-12-14 07:15:58,7,1,0,1292310962,0,0
579205,B04,com.yelp.yelpiphone,1292310962,398,2010-12-14 07:16:02,7,1,0,1292311360,0,0
579206,B04,SpringBoard,1292311360,8,2010-12-14 07:22:40,7,1,0,1292311368,0,0
579207,B04,com.facebook.Facebook,1292311368,74,2010-12-14 07:22:48,7,1,0,1292311442,197,0
579208,B04,com.apple.mobiletimer,1292311639,3,2010-12-14 07:27:19,7,1,0,1292311642,23084,1
579209,B04,SpringBoard,1292334726,7,2010-12-14 13:52:06,13,1,0,1292334733,0,1
579210,B04,com.apple.mobiletimer,1292334733,6,2010-12-14 13:52:13,13,1,0,1292334739,917,0
579211,B04,SpringBoard,1292335656,5,2010-12-14 14:07:36,14,1,0,1292335661,0,1
579212,B04,com.livingsocial.deals,1292335661,35,2010-12-14 14:07:41,14,1,0,1292335696,0,0
579213,B04,SpringBoard,1292335696,2,2010-12-14 14:08:16,14,1,0,1292335698,0,0
579214,B04,com.apple.mobilemail,1292335698,48,2010-12-14 14:08:18,14,1,0,1292335746,0,0
579215,B04,SpringBoard,1292335746,7,2010-12-14 14:09:06,14,1,0,1292335753,0,0
579216,B04,com.groupon.grouponapp,1292335753,10,2010-12-14 14:09:13,14,1,0,1292335763,89,0
579217,B04,SpringBoard,1292335852,15,2010-12-14 14:10:52,14,1,0,1292335867,4596,1
579218,B04,com.apple.mobilenotes,1292340463,2,2010-12-14 15:27:43,15,1,0,1292340465,0,1
579219,B04,SpringBoard,1292340465,8,2010-12-14 15:27:45,15,1,0,1292340473,0,0
579220,B04,com.groupon.grouponapp,1292340473,72,2010-12-14 15:27:53,15,1,0,1292340545,5688,0
579221,B04,SpringBoard,1292346233,7,2010-12-14 17:03:53,17,1,0,1292346240,232,1
579222,B04,com.apple.MobileSMS,1292346472,3,2010-12-14 17:07:52,17,1,0,1292346475,0,1
579223,B04,SpringBoard,1292346475,2,2010-12-14 17:07:55,17,1,0,1292346477,0,0
579224,B04,com.apple.mobilemail,1292346477,18,2010-12-14 17:07:57,17,1,0,1292346495,0,0
579225,B04,SpringBoard,1292346495,1,2010-12-14 17:08:15,17,1,0,1292346496,0,0
579226,B04,com.apple.mobilesafari,1292346496,2,2010-12-14 17:08:16,17,1,0,1292346498,0,0
579227,B04,SpringBoard,1292346498,4,2010-12-14 17:08:18,17,1,0,1292346502,0,0
579228,B04,com.newtoyinc.WordsWithFriendsFree,1292346502,59,2010-12-14 17:08:22,17,1,0,1292346561,0,0
579229,B04,SpringBoard,1292346561,407,2010-12-14 17:09:21,17,1,0,1292346968,0,0
579230,B04,com.weather.TWC,1292346968,15,2010-12-14 17:16:08,17,1,0,1292346983,1605,0
579231,B04,SpringBoard,1292348588,3,2010-12-14 17:43:08,17,1,0,1292348591,104,1
579232,B04,com.apple.MobileSMS,1292348695,3,2010-12-14 17:44:55,17,1,0,1292348698,0,1
579233,B04,SpringBoard,1292348698,5,2010-12-14 17:44:58,17,1,0,1292348703,0,0
579234,B04,com.apple.weather,1292348703,3,2010-12-14 17:45:03,17,1,0,1292348706,0,0
579235,B04,com.weather.TWC,1292348706,21,2010-12-14 17:45:06,17,1,0,1292348727,926,0
579236,B04,edu.rice.iphone,1292349653,16,2010-12-14 18:00:53,18,1,0,1292349669,167,1
579237,B04,com.groupon.grouponapp,1292349836,65,2010-12-14 18:03:56,18,1,0,1292349901,0,1
579238,B04,SpringBoard,1292349901,15,2010-12-14 18:05:01,18,1,0,1292349916,1150,0
579239,B04,com.apple.mobilemail,1292351066,44,2010-12-14 18:24:26,18,1,0,1292351110,0,1
579240,B04,SpringBoard,1292351110,2,2010-12-14 18:25:10,18,1,0,1292351112,0,0
579241,B04,com.apple.mobilesafari,1292351112,1,2010-12-14 18:25:12,18,1,0,1292351113,0,0
579242,B04,SpringBoard,1292351113,3,2010-12-14 18:25:13,18,1,0,1292351116,0,0
579243,B04,com.newtoyinc.WordsWithFriendsFree,1292351116,85,2010-12-14 18:25:16,18,1,0,1292351201,0,0
579244,B04,SpringBoard,1292351201,15,2010-12-14 18:26:41,18,1,0,1292351216,192,0
579245,B04,com.newtoyinc.WordsWithFriendsFree,1292351408,103,2010-12-14 18:30:08,18,1,0,1292351511,0,1
579246,B04,SpringBoard,1292351511,15,2010-12-14 18:31:51,18,1,0,1292351526,41,0
579247,B04,SpringBoard,1292351567,6,2010-12-14 18:32:47,18,1,0,1292351573,0,0
579248,B04,com.apple.Maps,1292351573,44,2010-12-14 18:32:53,18,1,0,1292351617,0,0
579249,B04,SpringBoard,1292351617,15,2010-12-14 18:33:37,18,1,0,1292351632,796,0
579250,B04,com.apple.mobileslideshow-Camera,1292352428,14,2010-12-14 18:47:08,18,1,0,1292352442,2758,1
579251,B04,com.apple.mobileslideshow-Camera,1292355200,2,2010-12-14 19:33:20,19,1,0,1292355202,0,1
579252,B04,SpringBoard,1292355202,4,2010-12-14 19:33:22,19,1,0,1292355206,274,0
579253,B04,com.apple.MobileSMS,1292355480,20,2010-12-14 19:38:00,19,1,0,1292355500,0,1
579254,B04,SpringBoard,1292355500,6,2010-12-14 19:38:20,19,1,0,1292355506,0,0
579255,B04,com.newtoyinc.WordsWithFriendsFree,1292355506,45,2010-12-14 19:38:26,19,1,0,1292355551,72,0
579256,B04,com.groupon.grouponapp,1292355623,35,2010-12-14 19:40:23,19,1,0,1292355658,0,1
579257,B04,com.apple.MobileSMS,1292355658,58,2010-12-14 19:40:58,19,1,0,1292355716,0,0
579258,B04,SpringBoard,1292355716,5,2010-12-14 19:41:56,19,1,0,1292355721,0,0
579259,B04,com.groupon.grouponapp,1292355721,116,2010-12-14 19:42:01,19,1,0,1292355837,0,0
579260,B04,SpringBoard,1292355837,15,2010-12-14 19:43:57,19,1,0,1292355852,443,0
579261,B04,SpringBoard,1292356295,5,2010-12-14 19:51:35,19,1,0,1292356300,0,1
579262,B04,com.apple.MobileSMS,1292356300,4,2010-12-14 19:51:40,19,1,0,1292356304,0,0
579263,B04,SpringBoard,1292356304,20,2010-12-14 19:51:44,19,1,0,1292356324,178,0
579264,B04,SpringBoard,1292356502,11,2010-12-14 19:55:02,19,1,0,1292356513,0,1
579265,B04,com.apple.mobileslideshow-Photos,1292356513,40,2010-12-14 19:55:13,19,1,0,1292356553,0,0
579266,B04,SpringBoard,1292356553,19,2010-12-14 19:55:53,19,1,0,1292356572,0,0
579267,B04,com.apple.weather,1292356572,1,2010-12-14 19:56:12,19,1,0,1292356573,0,0
579268,B04,SpringBoard,1292356573,3,2010-12-14 19:56:13,19,1,0,1292356576,0,0
579269,B04,com.apple.Maps,1292356576,127,2010-12-14 19:56:16,19,1,0,1292356703,0,0
579270,B04,SpringBoard,1292356703,15,2010-12-14 19:58:23,19,1,0,1292356718,837,0
579271,B04,com.apple.MobileSMS,1292357555,14,2010-12-14 20:12:35,20,1,0,1292357569,84,1
579272,B04,com.apple.MobileSMS,1292357653,3,2010-12-14 20:14:13,20,1,0,1292357656,0,1
579273,B04,SpringBoard,1292357656,4,2010-12-14 20:14:16,20,1,0,1292357660,728,0
579274,B04,com.apple.Maps,1292358388,59,2010-12-14 20:26:28,20,1,0,1292358447,0,1
579275,B04,SpringBoard,1292358447,15,2010-12-14 20:27:27,20,1,0,1292358462,24,0
579276,B04,SpringBoard,1292358486,3,2010-12-14 20:28:06,20,1,0,1292358489,0,0
579277,B04,com.apple.MobileSMS,1292358489,5,2010-12-14 20:28:09,20,1,0,1292358494,725,0
579278,B04,com.apple.MobileSMS,1292359219,20,2010-12-14 20:40:19,20,1,0,1292359239,0,1
579279,B04,SpringBoard,1292359239,15,2010-12-14 20:40:39,20,1,0,1292359254,2746,0
579280,B04,SpringBoard,1292362000,6,2010-12-14 21:26:40,21,1,0,1292362006,77,1
579281,B04,SpringBoard,1292362083,2,2010-12-14 21:28:03,21,1,0,1292362085,0,1
579282,B04,com.apple.mobilephone,1292362085,13,2010-12-14 21:28:05,21,1,0,1292362098,0,0
579283,B04,SpringBoard,1292362098,3,2010-12-14 21:28:18,21,1,0,1292362101,3245,0
579284,B04,SpringBoard,1292365346,5,2010-12-14 22:22:26,22,1,0,1292365351,0,1
579285,B04,com.apple.MobileSMS,1292365351,20,2010-12-14 22:22:31,22,1,0,1292365371,793,0
579286,B04,SpringBoard,1292366164,17,2010-12-14 22:36:04,22,1,0,1292366181,1276,1
579287,B04,com.apple.mobilephone,1292367457,3,2010-12-14 22:57:37,22,1,0,1292367460,0,1
579288,B04,SpringBoard,1292367460,2,2010-12-14 22:57:40,22,1,0,1292367462,0,0
579289,B04,com.apple.MobileSMS,1292367462,41,2010-12-14 22:57:42,22,1,0,1292367503,0,0
579290,B04,SpringBoard,1292367503,1,2010-12-14 22:58:23,22,1,0,1292367504,0,0
579291,B04,com.apple.mobilephone,1292367504,5,2010-12-14 22:58:24,22,1,0,1292367509,551,0
579292,B04,com.apple.MobileSMS,1292368060,71,2010-12-14 23:07:40,23,1,0,1292368131,0,1
579293,B04,SpringBoard,1292368131,16,2010-12-14 23:08:51,23,1,0,1292368147,149,0
579294,B04,SpringBoard,1292368296,3,2010-12-14 23:11:36,23,1,0,1292368299,103,1
579295,B04,com.apple.MobileSMS,1292368402,14,2010-12-14 23:13:22,23,1,0,1292368416,255,1
579296,B04,com.apple.MobileSMS,1292368671,21,2010-12-14 23:17:51,23,1,0,1292368692,0,1
579297,B04,SpringBoard,1292368692,2,2010-12-14 23:18:12,23,1,0,1292368694,0,0
579298,B04,com.apple.mobilemail,1292368694,9,2010-12-14 23:18:14,23,1,0,1292368703,0,0
579299,B04,SpringBoard,1292368703,5,2010-12-14 23:18:23,23,1,0,1292368708,587,0
579300,B04,SpringBoard,1292369295,6,2010-12-14 23:28:15,23,1,0,1292369301,0,1
579301,B04,com.newtoyinc.WordsWithFriendsFree,1292369301,251,2010-12-14 23:28:21,23,1,0,1292369552,0,0
579302,B04,SpringBoard,1292369552,6,2010-12-14 23:32:32,23,1,0,1292369558,0,0
579303,B04,com.facebook.Facebook,1292369558,136,2010-12-14 23:32:38,23,1,0,1292369694,0,0
579304,B04,SpringBoard,1292369694,5,2010-12-14 23:34:54,23,1,0,1292369699,0,0
579305,B04,com.facebook.Facebook,1292369699,27,2010-12-14 23:34:59,23,1,0,1292369726,0,0
579306,B04,SpringBoard,1292369726,3,2010-12-14 23:35:26,23,1,0,1292369729,0,0
579307,B04,com.apple.mobilemail,1292369729,38,2010-12-14 23:35:29,23,1,0,1292369767,59,0
579308,B04,com.apple.Maps,1292369826,15,2010-12-14 23:37:06,23,1,0,1292369841,217,0
579309,B04,SpringBoard,1292370058,17,2010-12-14 23:40:58,23,1,0,1292370075,0,1
579310,B04,com.apple.MobileSMS,1292370075,10,2010-12-14 23:41:15,23,1,0,1292370085,0,0
579311,B04,SpringBoard,1292370085,15,2010-12-14 23:41:25,23,1,0,1292370100,164,0
579312,B04,SpringBoard,1292370264,14,2010-12-14 23:44:24,23,1,0,1292370278,257,1
579313,B04,com.apple.Maps,1292370535,14,2010-12-14 23:48:55,23,1,0,1292370549,444,1
579314,B04,com.apple.MobileSMS,1292370993,14,2010-12-14 23:56:33,23,1,0,1292371007,7,1
579315,B04,com.apple.MobileSMS,1292371014,2,2010-12-14 23:56:54,23,1,0,1292371016,0,0
579316,B04,SpringBoard,1292371016,3,2010-12-14 23:56:56,23,1,0,1292371019,0,0
579317,B04,com.apple.Maps,1292371019,130,2010-12-14 23:56:59,23,1,0,1292371149,210,0
579318,B04,com.apple.MobileSMS,1292371359,10,2010-12-15 00:02:39,0,2,0,1292371369,0,1
579319,B04,SpringBoard,1292371369,2,2010-12-15 00:02:49,0,2,0,1292371371,267,0
579320,B04,com.apple.Maps,1292371638,2,2010-12-15 00:07:18,0,2,0,1292371640,0,1
579321,B04,SpringBoard,1292371640,2,2010-12-15 00:07:20,0,2,0,1292371642,41,0
579322,B04,SpringBoard,1292371683,2,2010-12-15 00:08:03,0,2,0,1292371685,0,0
579323,B04,com.apple.MobileSMS,1292371685,33,2010-12-15 00:08:05,0,2,0,1292371718,0,0
579324,B04,SpringBoard,1292371718,16,2010-12-15 00:08:38,0,2,0,1292371734,271,0
579325,B04,com.apple.MobileSMS,1292372005,9,2010-12-15 00:13:25,0,2,0,1292372014,90,1
579326,B04,SpringBoard,1292372104,2,2010-12-15 00:15:04,0,2,0,1292372106,0,1
579327,B04,com.apple.MobileSMS,1292372106,10,2010-12-15 00:15:06,0,2,0,1292372116,0,0
579328,B04,SpringBoard,1292372116,15,2010-12-15 00:15:16,0,2,0,1292372131,680,0
579329,B04,SpringBoard,1292372811,22,2010-12-15 00:26:51,0,2,0,1292372833,709,1
579330,B04,com.apple.mobilephone,1292373542,7,2010-12-15 00:39:02,0,2,0,1292373549,869,1
579331,B04,SpringBoard,1292374418,7,2010-12-15 00:53:38,0,2,0,1292374425,13804,1
579332,B04,com.apple.mobilephone,1292388229,3,2010-12-15 04:43:49,4,2,0,1292388232,0,1
579333,B04,SpringBoard,1292388232,1,2010-12-15 04:43:52,4,2,0,1292388233,0,0
579334,B04,com.apple.mobilemail,1292388233,9,2010-12-15 04:43:53,4,2,0,1292388242,0,0
579335,B04,SpringBoard,1292388242,2,2010-12-15 04:44:02,4,2,0,1292388244,0,0
579336,B04,com.apple.mobilesafari,1292388244,11,2010-12-15 04:44:04,4,2,0,1292388255,0,0
579337,B04,SpringBoard,1292388255,2,2010-12-15 04:44:15,4,2,0,1292388257,0,0
579338,B04,com.newtoyinc.WordsWithFriendsFree,1292388257,150,2010-12-15 04:44:17,4,2,0,1292388407,0,0
579339,B04,SpringBoard,1292388407,3,2010-12-15 04:46:47,4,2,0,1292388410,0,0
579340,B04,com.newtoyinc.WordsWithFriendsFree,1292388410,423,2010-12-15 04:46:50,4,2,0,1292388833,0,0
579341,B04,SpringBoard,1292388833,4,2010-12-15 04:53:53,4,2,0,1292388837,0,0
579342,B04,com.newtoyinc.WordsWithFriendsFree,1292388837,146,2010-12-15 04:53:57,4,2,0,1292388983,3746,0
579343,B04,com.facebook.Facebook,1292392729,2,2010-12-15 05:58:49,5,2,0,1292392731,0,1
579344,B04,SpringBoard,1292392731,3,2010-12-15 05:58:51,5,2,0,1292392734,34,0
579345,B04,SpringBoard,1292392768,14,2010-12-15 05:59:28,5,2,0,1292392782,6876,0
579346,B04,com.apple.mobilephone,1292399658,2,2010-12-15 07:54:18,7,2,0,1292399660,0,1
579347,B04,SpringBoard,1292399660,4,2010-12-15 07:54:20,7,2,0,1292399664,0,0
579348,B04,com.apple.mobiletimer,1292399664,13,2010-12-15 07:54:24,7,2,0,1292399677,0,0
579349,B04,SpringBoard,1292399677,4216,2010-12-15 07:54:37,7,2,0,1292403893,20733,0
579350,B04,SpringBoard,1292424626,6,2010-12-15 14:50:26,14,2,0,1292424632,0,1
579351,B04,com.apple.mobilemail,1292424632,58,2010-12-15 14:50:32,14,2,0,1292424690,0,0
579352,B04,SpringBoard,1292424690,2,2010-12-15 14:51:30,14,2,0,1292424692,0,0
579353,B04,com.apple.mobilesafari,1292424692,90,2010-12-15 14:51:32,14,2,0,1292424782,0,0
579354,B04,SpringBoard,1292424782,16,2010-12-15 14:53:02,14,2,0,1292424798,3806,0
579355,B04,com.apple.MobileSMS,1292428604,28,2010-12-15 15:56:44,15,2,0,1292428632,0,1
579356,B04,SpringBoard,1292428632,15,2010-12-15 15:57:12,15,2,0,1292428647,343,0
579357,B04,com.apple.MobileSMS,1292428990,8,2010-12-15 16:03:10,16,2,0,1292428998,0,1
579358,B04,SpringBoard,1292428998,15,2010-12-15 16:03:18,16,2,0,1292429013,1574,0
579359,B04,SpringBoard,1292430587,3,2010-12-15 16:29:47,16,2,0,1292430590,0,1
579360,B04,com.apple.mobilemail,1292430590,2,2010-12-15 16:29:50,16,2,0,1292430592,0,0
579361,B04,SpringBoard,1292430592,7,2010-12-15 16:29:52,16,2,0,1292430599,0,0
579362,B04,com.groupon.grouponapp,1292430599,11,2010-12-15 16:29:59,16,2,0,1292430610,0,0
579363,B04,SpringBoard,1292430610,4,2010-12-15 16:30:10,16,2,0,1292430614,0,0
579364,B04,com.newtoyinc.WordsWithFriendsFree,1292430614,191,2010-12-15 16:30:14,16,2,0,1292430805,0,0
579365,B04,SpringBoard,1292430805,7,2010-12-15 16:33:25,16,2,0,1292430812,0,0
579366,B04,com.voxilate.ptt,1292430812,23,2010-12-15 16:33:32,16,2,0,1292430835,0,0
579367,B04,SpringBoard,1292430835,16,2010-12-15 16:33:55,16,2,0,1292430851,0,0
